Country of origin	Location	Status	Formed in	Genre	Themes	Current label	Years active	url
Brazil	Minas Gerais	Active	2005	Black Metal	Occultism, Obscure feelings, Evil	Unsigned/independent	2005-present	https://www.metal-archives.com/bands/Actum_Est/87392
Brazil	Presidente Prudente, São Paulo	Active	2021	Grindcore/Black Metal	Mutilation, Torture, Obscurity, Murder	Nihil Productions	2021-present	https://www.metal-archives.com/bands/Acustic_Neuroma/3540514942
Brazil	Aracaju, Sergipe	Active	2008	Raw Black Metal	Evil, Darkness	Bestial Records & Distro	2008-present	https://www.metal-archives.com/bands/Ad_Aeternum/3540330944
Brazil	Salvador, Bahia	Active	2010	Black Metal	Darkness, Nihilism, War, Death, Devil worship, Anti-religion	Unsigned/independent	2010-present	https://www.metal-archives.com/bands/Ad_Baculum/3540334811
Brazil	Brasília, Distrito Federal	Active	2020	Black Metal	Satanism, Suicide, Occultism	Nox Bellum Prod.	2020-present	https://www.metal-archives.com/bands/Ad_Extremum/3540544628
Brazil	Osasco, São Paulo	Active	2021	Black Metal	War, Evil, Darkness	Acta Non Verba Rex	2021-present	https://www.metal-archives.com/bands/Ad_Gloriam/3540502681
Brazil	São Paulo	Active	2020	Symphonic Metal	Faith	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Ad_Inferi/3540508246
Brazil	N/A	Active	2022	Black Metal	N/A	Unsigned/independent	2022-present	https://www.metal-archives.com/bands/Ad_Inferno/3540520809
Brazil	Belo Horizonte, Minas Gerais	Unknown	2004	Ambient/Experimental Drone Doom/Black Metal	Extreme misanthropy, Nature majesty	Unsigned/independent	2004-?	https://www.metal-archives.com/bands/Ad_Lustrum/37566
Brazil	Bento Gonçalves, Rio Grande do Sul	Active	2021	Blackened Melodic Death Metal	Human emotions	Unsigned/independent	2021-present	https://www.metal-archives.com/bands/Ad_Ominous/3540517000
Brazil	São Paulo	Active	2022	Black Metal/Dark Ambient	Nyctophilia, Sacrifice, Chaos-Gnosticism, Death Worship, Darkness	Unsigned/independent	2022-2023 (as Ad Pestem), 2023-present	https://www.metal-archives.com/bands/Ad_Pestis/3540518660
Brazil	Nova Iguaçu, Rio de Janeiro	Unknown	2010	Power/Progressive Metal	Christianity	Unsigned/independent	2010-?	https://www.metal-archives.com/bands/Ad_Verita/3540357562
Brazil	São Paulo, São Paulo	Active	2017	Black Metal	Darkness, Occultism, Chaos, Death	Unsigned/independent	2017-present	https://www.metal-archives.com/bands/Adaga/3540451894
Brazil	Araraquara, São Paulo	On hold	1995	Atmospheric Death/Doom Metal	Sadness, Pain, Death	Demise Records	1994-2013	https://www.metal-archives.com/bands/Adagio/11294
Brazil	Carapicuíba, São Paulo	Active	2008	Heavy Metal	Christianity	Unsigned/independent	2008-present	https://www.metal-archives.com/bands/Adamah/3540445302
Brazil	São Paulo, São Paulo	Split-up	2013	Heavy Metal/Hard Rock	N/A	Unsigned/independent	2013-2016	https://www.metal-archives.com/bands/Addicted_to_Pain/3540389048
Brazil	Fortaleza, Ceará	Active	1999	Heavy Metal	N/A	Unsigned/independent	1999-2003 (as Deriva), 2015-present	https://www.metal-archives.com/bands/Aderiva/3540412998
Brazil	Campina Grande, Paraíba	On hold	2003	Power Metal	God, Christianity	Bombworks Records	2003-2010	https://www.metal-archives.com/bands/Adiastasia/59161
Brazil	Campos Novos, Santa Catarina	Active	2007	Heavy Metal	Mysticism, Self-help	Unsigned/independent	2007-present	https://www.metal-archives.com/bands/Adonifer/3540274376
Brazil	Americana, São Paulo	Active	2006	Death Metal/Metalcore	N/A	Unsigned/independent	2006-present	https://www.metal-archives.com/bands/Adramma/126994
Brazil	Joinville, Santa Catarina (early); Minas Gerais (later)	Active	2018	Black Metal	Primordial gnosis, War, Hyperborean wisdom	Battlefront Distro	2018-present	https://www.metal-archives.com/bands/Adrammelech/3540442589
Brazil	Campo Grande, Mato Grosso do Sul	Active	N/A	Heavy Metal/Shred	Instrumental	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Adriano_Arguelho/3540500143
Brazil	Três Lagoas, Mato Grosso do Sul	Active	N/A	Metalcore	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Adulfe/3540516797
Brazil	Euclides da Cunha, Bahia	Active	2020	Black Metal	Nature, Philosophy, Enlightenment, Horror, Lust	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Adumbrall/3540477921
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2008	Brutal/Technical Death Metal	Christianity	Vision of God Records	2008-present	https://www.metal-archives.com/bands/Adventunnum/3540459066
Brazil	Águas Lindas de Goiás, Goiás	Split-up	2008	Groove Metal	Christianity	Unsigned/independent	2008-?	https://www.metal-archives.com/bands/Adventus/3540522164
Brazil	Anápolis, Goiás	Unknown	2005	Death/Black Metal	Darkness, War, Occultism	Unsigned/independent	2002-2005 (as Reator), 2005-?	https://www.metal-archives.com/bands/Adviser/56402
Brazil	Minas Gerais	Active	2023	Black Metal	Instrumental	Unsigned/independent	2023-present	https://www.metal-archives.com/bands/Aegr%E2%80%8B%C5%8D%E2%80%8Bt%E2%80%8B%C4%81%E2%80%8Bbis/3540520590
Brazil	São Paulo, São Paulo	Active	2009	Heavy Metal/Hard Rock	N/A	Unsigned/independent	2009-present	https://www.metal-archives.com/bands/Aeon_Prime/3540405068
Brazil	Sorocaba, São Paulo	Active	2023	Black Metal/Ambient	Cosmology, Philosophy, Symbolism, Melancholy, Death, Literature	Unsigned/independent	2023-present	https://www.metal-archives.com/bands/Aeri_Satur/3540532371
Brazil	Governador Valadares, Minas Gerais	Split-up	2002	Black Metal	Darkness, Misanthropy	Krieg Records	2002-?	https://www.metal-archives.com/bands/Aeshma/26648
Brazil	São Paulo, São Paulo	Active	2021	Depressive Black Metal	Human life, Existence, Unbalance, Nature, Time	Unsigned/independent	2021-present, 2021-present	https://www.metal-archives.com/bands/Aeterna_Ordo_Mortis/3540528094
Brazil	Campos dos Goytacazes, Rio de Janeiro	Active	2005	Black Metal	Satan, War, Profanation	Irmandade Hermética do Ódio	2005-present	https://www.metal-archives.com/bands/Aeternus_Odium/82274
Brazil	São Paulo, São Paulo	Active	2009	Symphonic Power Metal	N/A	MS Metal Records	2006-2009 (as Sky Sent), 2009-present	https://www.metal-archives.com/bands/Aetherea/3540479796
Brazil	N/A	Split-up	N/A	Symphonic Black Metal	N/A	Masters of Kaos Productions	?-2024	https://www.metal-archives.com/bands/Afasia/3540524852
Brazil	Limeira, São Paulo	Active	2009	Heavy Metal	N/A	Unsigned/independent	2009-present	https://www.metal-archives.com/bands/Afenic/3540464538
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2016	Thrash/Death Metal	Anger, Destruction, Conflict, Violence	Polymorphe Records	2016-present	https://www.metal-archives.com/bands/Affront/3540421169
Brazil	Mogi das Cruzes, São Paulo	Active	2015	Thrash/Death Metal	N/A	La Migra Records	2015-present	https://www.metal-archives.com/bands/After/3540410068
Brazil	São Paulo, São Paulo	Split-up	1995	Power Metal	Philosophy, Loss, Science fiction	Die Hard Records	1995-?	https://www.metal-archives.com/bands/After%3ALife/11464
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	2006	Progressive Thrash Metal	N/A	Unsigned/independent	2006-?	https://www.metal-archives.com/bands/Afterage/3540269500
Brazil	João Pessoa, Paraíba	Active	N/A	Black/Death Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Afterbleed_Splatter/3540514937
Brazil	Vitória, Espírito Santo	Split-up	1992	Death/Thrash Metal	Christianity	Unsigned/independent	1992-?	https://www.metal-archives.com/bands/Afterdeath/117576
Brazil	Ribeirão Preto, São Paulo	Split-up	2003	Death/Black/Viking Metal	Paganism	Unsigned/independent	2003-2007	https://www.metal-archives.com/bands/Agabahan/83572
Brazil	Recife, Pernambuco (early); Porto Velho, Rondônia (later)	Split-up	2003	Black/Death Metal	Christianity	Unsigned/independent	2003-2009	https://www.metal-archives.com/bands/Against_Death/69649
Brazil	N/A	Active	2012	Atmospheric Black Metal	Suicide, Hate, Depression	Unsigned/independent	2012-present	https://www.metal-archives.com/bands/Against_Humanity/3540440908
Brazil	Brasília, Distrito Federal	Active	2007	Grindcore/Death Metal/Crust	Society, Ignorance, Despotism, Violence	Who Cares? Records	2007-present	https://www.metal-archives.com/bands/Agamenon_Project/3540474020
Brazil	Rio de Janeiro	Active	2014	Black/Doom Metal	Human mind, Inner darkness, Resilience	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Agape/3540506727
Brazil	N/A	Unknown	2016	Power/Progressive Metal	Fantasy, RPG	Unsigned/independent	2016-2020	https://www.metal-archives.com/bands/Agathos/3540501145
Brazil	São Paulo, São Paulo	Split-up	2001	Progressive Heavy Metal	N/A	Dusk Till Dawn	2001-?	https://www.metal-archives.com/bands/Agatta/15949
Brazil	Belo Horizonte, Minas Gerais	Active	1998	Black Metal	Anti-Christianity, Blasphemy	Cogumelo Records	1998-2004 (as Agaures), 2004-2007, 2013-present	https://www.metal-archives.com/bands/Agaurez/8934
Brazil	São Paulo, São Paulo	Split-up	2021	Death Metal	Fantasy, Literature, History, Horror	Unsigned/independent	2021-2023	https://www.metal-archives.com/bands/Agdron/3540505120
Brazil	Mongaguá, São Paulo	Active	2015	Thrash Metal/Crossover/Hardcore	Protest, Anti-fascism, Social illness, Acid humour, Existentialism	Unsigned/independent	2015-present	https://www.metal-archives.com/bands/Age_Nor_Defields/3540470876
Brazil	Brasília, Distrito Federal	Active	2008	Progressive Power Metal	Struggles, Hope, Life	King Records	2008-2011 (as Artemis), 2011-present	https://www.metal-archives.com/bands/Age_of_Artemis/3540340556
Brazil	Paulo Afonso, Bahia	Active	2006	Heavy Metal	N/A	Unsigned/independent	2006-present	https://www.metal-archives.com/bands/Age_of_Fear/113055
Brazil	Niterói, Rio de Janeiro	Active	2003	Progressive/Speed/Heavy Metal	Existential questions, Subconscious, Feelings	Unsigned/independent	2003-present	https://www.metal-archives.com/bands/Age_One/33394
Brazil	Campo Grande, Mato Grosso do Sul	Active	2003	Death/Thrash Metal	Satanism, Metal, Witchcraft	Unsigned/independent	2003-present	https://www.metal-archives.com/bands/Aggresion/119272
Brazil	São Paulo, São Paulo	Unknown	2006	Thrash Metal	Aggression stories through tales	Six Inch Nails Records	2006-?	https://www.metal-archives.com/bands/Aggression_Tales/102113
Brazil	Goiânia, Goiás	Split-up	1989	Thrash Metal/Crossover	N/A	Unsigned/independent	1989-?	https://www.metal-archives.com/bands/Aggressive/3540530439
Brazil	Jundiaí, São Paulo	Split-up	1990	Death/Thrash Metal	Realism	Unsigned/independent	1990-1991	https://www.metal-archives.com/bands/Aggressor/3540416218
Brazil	Botucatu, São Paulo	Active	2014	Death/Thrash Metal	War, Religion, Politics	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Aggressors/3540417152
Brazil	N/A	Unknown	N/A	Raw Black Metal	National Socialism	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Agharta_88/3540481692
Brazil	Altamira, Pará	Split-up	2006	Black Metal	Satan, Anti-Christianity, Blasphemy, War	Unsigned/independent	2006-2008	https://www.metal-archives.com/bands/Aghorum/88506
Brazil	São Paulo	Active	2021	Black/Thrash Metal	Left Hand Path, Anti-Cosmic Satanism	Black Seal Productions	2021-present	https://www.metal-archives.com/bands/Agios_Luciferi/3540518353
Brazil	Patos de Minas, Minas Gerais	Active	2014	Black Metal/Ambient	Luciferianism, Hyperborean philosophy	Depressive Illusions Records	2014-present	https://www.metal-archives.com/bands/Agnata_Fides/3540388843
Brazil	Campina Grande, Paraíba	Active	2014	Black Metal	Vedic Paganism, Anti-Christianity, Occultism	Unsigned/independent	2014-present	https://www.metal-archives.com/bands/Agnideva/3540424298
Brazil	Belo Horizonte, Minas Gerais	Active	2022	Death Metal	Anti-dogmas, Death, Psychopathology, Sickness, Violence	Black Hearts Records	2022-present	https://www.metal-archives.com/bands/Agnozia/3540522347
Brazil	Teófilo Otoni, Minas Gerais	Split-up	N/A	Raw Black Metal	N/A	Sinne Records	?-2024	https://www.metal-archives.com/bands/Agnus/3540537839
Brazil	Vinhedo, São Paulo	Active	2010	Thrash Metal	Politics, Society	Unsigned/independent	2010-present	https://www.metal-archives.com/bands/Agnus_Die/3540360159
Brazil	Imabaúbas, Minas Gerais	Active	2002	Black Metal	Satanism, War, Destruction	Unsigned/independent	2002-present	https://www.metal-archives.com/bands/Agnus_Negrae/20258
Brazil	Rio de Janeiro, Rio de Janeiro	Active	2005	Progressive Death/Thrash Metal	Humanity decay, Philosophy, Knowledge, Occult	Unsigned/independent	2005-present	https://www.metal-archives.com/bands/%C3%81gona/3540322673
Brazil	Recife, Pernambuco	Active	N/A	Black Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Agonia/3540496628
Brazil	São Paulo, São Paulo	Active	2020	Thrash/Death Metal	N/A	Unsigned/independent	2020-present	https://www.metal-archives.com/bands/Agoniza/3540494332
Brazil	Governador Valadares, Minas Gerais	Split-up	1993	Death Metal	N/A	Heavy Metal Rock	1993-?	https://www.metal-archives.com/bands/Agonize_Death/10154
Brazil	Maceió, Alagoas	Active	2005	Doom/Black Metal	N/A	Unsigned/independent	2005-present	https://www.metal-archives.com/bands/Ag%C3%B4nnya/3540492457
Brazil	N/A	Split-up	N/A	Thrash Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Agony/3540492968
Brazil	Fortaleza, Ceará	Active	1996	Thrash Metal	N/A	Unsigned/independent	1996-2014, 2019-present	https://www.metal-archives.com/bands/Agony/3540374250
Brazil	Campinas, São Paulo	Active	2006	Black Metal	War, Blasphemy	Alcatéia Distro	2006-present	https://www.metal-archives.com/bands/Agony_Hell/3540282582
Brazil	Blumenau, Santa Catarina	Active	2005	Death/Doom Metal	Depression, Darkness	Sun Empire Productions	2005-present	https://www.metal-archives.com/bands/Agony_Voices/3540334526
Brazil	Rio de Janeiro, Rio de Janeiro	Active	1997	Death Metal/Grindcore	Death, Gore, Sacrifices	Humanos Mortos	1997-2008, 2015-present	https://www.metal-archives.com/bands/Agorhy/26896
Brazil	São Paulo, São Paulo	Active	1999	Black Metal	Misanthropic themes, Hate, Satanic Devotion	Soul Erazer Records	1999-present	https://www.metal-archives.com/bands/Agouro/3540328326
Brazil	Fortaleza, Ceará	Active	2009	Thrash Metal	Death, Beer, Evil	Unsigned/independent	2009-? (as Molecada 666), 2010-2015, ?-present	https://www.metal-archives.com/bands/Agressive/3540336392
Brazil	Fortaleza, Ceará	Active	2004	Groove Metal	N/A	Unsigned/independent	2004-present	https://www.metal-archives.com/bands/Agressivium/3540522523
Brazil	Macaé, Rio de Janeiro	On hold	1982	Thrash Metal	World issues	Dark Sun Records	1984-2015	https://www.metal-archives.com/bands/Agressor/4404
Brazil	Arujá, São Paulo	Split-up	2002	Heavy/Progressive Metal	War, Death, Earth devastation	Unsigned/independent	2002-2006	https://www.metal-archives.com/bands/Ahasverus/76935
Brazil	São Paulo, São Paulo	Split-up	2003	Black Metal	Satan, Hate	Unsigned/independent	2003-2016	https://www.metal-archives.com/bands/Ahazu/115625
Brazil	São Paulo, São Paulo	Unknown	2019	Groove Metal	N/A	Unsigned/independent	2019-2021	https://www.metal-archives.com/bands/Ahiag/3540506771
Brazil	Teresina, Piauí	Active	2007	Melodic Progressive/Power Metal	Christianity	Unsigned/independent	2007-present	https://www.metal-archives.com/bands/Ahrdua/3540444748
Brazil	Recife, Pernambuco	Split-up	2004	Death Metal	N/A	Suicide Apology Records	2004-2013	https://www.metal-archives.com/bands/Ahriman/3540308137
Brazil	Pouso Alegre, Minas Gerais	Active	1992	Heavy Metal	N/A	Unsigned/independent	1992-1995, 2005-present	https://www.metal-archives.com/bands/Ahura_Mazda/3540273981
Brazil	Brasília, Distrito Federal	Active	2006	Black Metal	Draconian current, Death worship, Chaos-Gnosticism	Drakkar Productions	2006-present	https://www.metal-archives.com/bands/Ain_Sof_Aur/3540301572
Brazil	Rio de Janeiro, Rio de Janeiro	Split-up	2006	Black Metal	Occultism	Unsigned/independent	2006-2014	https://www.metal-archives.com/bands/Ainur/3540307961
Brazil	São Paulo, São Paulo	Active	2012	Heavy Metal/Hard Rock	N/A	Unsigned/independent	2012-present	https://www.metal-archives.com/bands/AirTrain/3540401836
Brazil	Santa Bárbara d'Oeste, São Paulo	Split-up	N/A	Progressive/Power Metal	N/A	Unsigned/independent	N/A	https://www.metal-archives.com/bands/Airya/3540511036
Brazil	Porto Alegre, Rio Grande do Sul	Active	2011	Metalcore	Christianity	Unsigned/independent	2011-present	https://www.metal-archives.com/bands/Aisar/3540524125
Brazil	São Paulo, São Paulo	Active	1991	Industrial Thrash Metal	N/A	Unsigned/independent	1991-?, 2015-present	https://www.metal-archives.com/bands/Ajna/9662
Brazil	Belo Horizonte, Minas Gerais	Active	2014	Black Metal	Luciferian Gnosis, Occultism, Philosophy	Sepulchral Silence	2014-present	https://www.metal-archives.com/bands/Aka_Funeral/3540409691
Brazil	São João de Meriti, Rio de Janeiro	Unknown	1998	Gothic/Doom/Death Metal	Death, Pain, Gothic themes, Tragedies, Romances	Unsigned/independent	1998-?	https://www.metal-archives.com/bands/Akael/13126
Brazil	Aracaju, Sergipe	Split-up	2000	Folk Metal	J.R.R. Tolkien	Unsigned/independent	2000-2008	https://www.metal-archives.com/bands/Akallab%C3%AAth/10392
Brazil	Caxias do Sul, Rio Grande do Sul	Split-up	1998	Symphonic Progressive Metal	N/A	Hellion Records	1998-?	https://www.metal-archives.com/bands/Akashic/1195
Brazil	Contagem / Belo Horizonte, Minas Gerais	Split-up	1996	Black Metal	Occultism, Satanism	Cogumelo Records	1996-2022	https://www.metal-archives.com/bands/Akerbeltz/2064
Brazil	São Paulo, São Paulo	Active	2022	Brutal Death Metal	Inner struggles, Mental illness, Alienation	New Standard Elite	2022-present	https://www.metal-archives.com/bands/Akinetopsia/3540503245
Brazil	N/A	Unknown	N/A	Death Metal/Grindcore	N/A	Podreira Records	N/A	https://www.metal-archives.com/bands/Akraniuum/3540515644
